iter	Logloss
286	0.3071680941
287	0.3063318034
288	0.3056292185
289	0.3049726652
290	0.3043064496
291	0.3038937648
292	0.3033632623
293	0.3025547335
294	0.3021211592
295	0.3016396822
296	0.3011688201
297	0.3008175447
298	0.3000883547
299	0.2993235439
300	0.2990670193
301	0.2981532269
302	0.2975759784
303	0.2971190312
304	0.2966348324
305	0.2962942739
306	0.2959994067
307	0.2952288802
308	0.294705012
309	0.2940283858
310	0.2934645419
311	0.2929178451
312	0.2925306426
313	0.2917994454
314	0.2912852734
315	0.2907745036
316	0.2897359872
317	0.289307142
318	0.2888928581
319	0.2883199304
320	0.2880074399
321	0.2871793825
322	0.2867670719
323	0.2860205648
324	0.2854163371
325	0.284811633
326	0.284048081
327	0.2837044265
328	0.2832307235
329	0.2825961653
330	0.2821419398
331	0.2815957362
332	0.2812548545
333	0.2805741457
334	0.2802181072
335	0.2797016898
336	0.2792795469
337	0.2788664197
338	0.2782862114
339	0.2776136508
340	0.2771622661
341	0.2764548501
342	0.2757370065
343	0.2753766472
344	0.2747325289
345	0.2740530448
346	0.2735348412
347	0.2728134253
348	0.2722662862
349	0.2715254948
350	0.2708845915
351	0.2703484074
352	0.26973547
353	0.2693383672
354	0.2686670144
355	0.2683199576
356	0.2681370052
357	0.2678326119
358	0.267226598
359	0.266847935
360	0.2663557071
361	0.2658829908
362	0.2655142791
363	0.2647405036
364	0.2642228103
365	0.2637265679
366	0.2632954432
367	0.2628722797
368	0.2623774661
369	0.2619188178
370	0.2616331024
371	0.2611129766
372	0.2607135263
373	0.26011777
374	0.2598033232
375	0.2593700041
376	0.2588905684
377	0.2582364136
378	0.2574993476
379	0.2566613218
380	0.2562714146
381	0.2558036995
382	0.255377644
383	0.2546261528
384	0.2541239055
385	0.2535906813
386	0.2532102491
387	0.2528146433
388	0.2520092274
389	0.2513683751
390	0.2508925968
391	0.2502844055
392	0.2498874898
393	0.2493791356
394	0.2487491703
395	0.2483851877
396	0.2477900778
397	0.2474493321
398	0.2469058674
399	0.2462444149
400	0.245873645
401	0.2454014559
402	0.2451218645
403	0.2447895903
404	0.2442102495
405	0.2435622016
406	0.2431613904
407	0.2427500664
408	0.2423118312
409	0.2421130756
410	0.2416732754
411	0.2410080125
412	0.2404293351
413	0.2400151193
414	0.2395980797
415	0.2392905223
416	0.2388561826
417	0.2385925304
418	0.2380277509
419	0.2377601182
420	0.2371607215
421	0.2368380925
422	0.2363331404
423	0.2358248032
424	0.2351873021
425	0.234984617
426	0.2346655433
427	0.2343497866
428	0.2340358161
429	0.2331936737
430	0.2329358392
431	0.2326973292
432	0.2323868289
433	0.2319907638
434	0.2312303758
435	0.2307124954
436	0.2303586003
437	0.230043286
438	0.2296145939
439	0.2290251486
440	0.2285671127
441	0.2281092808
442	0.2279057282
443	0.2273863509
444	0.2271408834
445	0.2265207674
446	0.2261582308
447	0.2258814972
448	0.2253433058
449	0.224997712
450	0.2246793527
451	0.2241449888
452	0.22375731
453	0.2234837405
454	0.2232878768
455	0.2226936004
456	0.2222705899
457	0.2218726706
458	0.221505592
459	0.2210792474
460	0.220539423
461	0.2203752846
462	0.2202010588
463	0.2196063402
464	0.2192996844
465	0.2189144211
466	0.2184989465
467	0.2181717245
468	0.2179467211
469	0.2174870521
470	0.21681985
471	0.2163980473
472	0.21590519
473	0.2154915185
474	0.2152033366
475	0.2148912203
476	0.2142060546
477	0.2138614815
478	0.2135140845
479	0.2131784762
480	0.2126100564
481	0.2123447201
482	0.2120919039
483	0.2117116248
484	0.2112481624
485	0.2109295309
486	0.2101878039
487	0.209859187
488	0.2093940065
489	0.2088936644
490	0.2086367826
491	0.2081982752
492	0.2077655855
493	0.2071518316
494	0.2066827896
495	0.2064624812
496	0.2060732034
497	0.2056724943
498	0.205421141
499	0.2050181864
500	0.2047506557
501	0.2044808966
502	0.203944032
503	0.2037586301
504	0.2034308297
505	0.2030249322
506	0.2026792704
507	0.2022603255
508	0.201640856
509	0.2013569268
510	0.200824247
511	0.2002362306
512	0.1999214946
513	0.1997074463
514	0.199451551
515	0.1990378966
516	0.1987623197
517	0.1985470636
518	0.1982692753
519	0.1978581385
520	0.1975082069
521	0.1971859181
522	0.1967767885
523	0.1965471922
524	0.1960718902
525	0.1956260341
526	0.1951838013
527	0.194860849
528	0.1945196951
529	0.1941878971
530	0.1938403641
531	0.193386717
532	0.1929820953
533	0.192637131
534	0.1921827183
535	0.1918837685
536	0.1916269207
537	0.1909758789
538	0.19060368
539	0.1903681469
540	0.1899661789
541	0.1896416446
542	0.1891543499
543	0.1888811546
544	0.1885983991
545	0.1879559478
546	0.1876923977
547	0.1871807774
548	0.1868232249
549	0.1865084719
550	0.1862557067
551	0.1860700836
552	0.1856823708
553	0.1853437855
554	0.1849646462
555	0.184490637
556	0.1841647929
557	0.1836511143
558	0.1833610101
559	0.1830785268
560	0.1828641552
561	0.1826653657
562	0.182157845
563	0.1817943387
564	0.1813992772
565	0.1811165727
566	0.1807427238
567	0.1805499902
568	0.1801722968
569	0.1798837746
570	0.1794945308
571	0.1793026817
572	0.1789297003
573	0.1786088574
574	0.1783530303
575	0.1781698907
576	0.177942795
577	0.1776723895
578	0.1773401833
579	0.1769871047
580	0.1766038317
581	0.1763345489
582	0.1759862844
583	0.1758454511
584	0.1755331136
585	0.1752331942
586	0.1749094934
587	0.174594128
588	0.1742809401
589	0.1739072272
590	0.1736907973
591	0.1734168365
592	0.1730150727
593	0.172731909
594	0.1722033968
595	0.171971487
596	0.1718126561
597	0.1717302382
598	0.1715272639
599	0.1713013419
600	0.1710273131
601	0.1706668858
602	0.1702888352
603	0.1700293847
604	0.1696977909
605	0.1694263647
606	0.169303716
607	0.1690941925
608	0.1688831891
609	0.1686915611
610	0.168498198
611	0.1681621984
612	0.1679563323
613	0.1677608428
614	0.1675400922
615	0.1672926684
616	0.1671690331
617	0.1668413007
618	0.1665951188
619	0.1663939477
620	0.1660167816
621	0.1656893385
622	0.1653531858
623	0.1650411035
624	0.1646776823
625	0.1644050313
626	0.1641767958
627	0.1640324922
628	0.1638005654
629	0.1633659194
630	0.1631290084
631	0.1628378326
632	0.1625065279
633	0.1621922513
634	0.1619282078
635	0.1616022276
636	0.1612870323
637	0.1609228286
638	0.1606669504
639	0.1603384016
640	0.1601709461
641	0.1598748541
642	0.1597396853
643	0.1594700963
644	0.1591426022
645	0.1587486634
646	0.1584953708
647	0.1583744912
648	0.1581938013
649	0.1579500519
650	0.157696283
651	0.1575456854
652	0.1572522811
653	0.1568877371
654	0.1566630229
655	0.1561129579
656	0.1557956023
657	0.1555188347
658	0.1552329152
659	0.1549160868
660	0.1545934918
661	0.154294576
662	0.1536716532
663	0.153266181
664	0.1530081084
665	0.1527470419
666	0.1522866414
667	0.1519860926
668	0.1516045207
669	0.1513057069
670	0.1510566161
671	0.1506767793
672	0.150473754
673	0.1501416499
674	0.149904892
675	0.1497431181
676	0.1495818376
677	0.149384528
678	0.1491470897
679	0.149060436
680	0.1487498167
681	0.1483570687
682	0.1479472076
683	0.1477285833
684	0.1474760053
685	0.1470012986
686	0.1467885941
687	0.1465933258
688	0.146333433
689	0.1460936982
690	0.1459901017
691	0.1458292124
692	0.1456417011
693	0.1454766442
694	0.1452501949
695	0.1450193397
696	0.144706526
697	0.1444553258
698	0.1441267089
699	0.1438405682
700	0.1434601701
701	0.1431902579
702	0.1428670505
703	0.142705702
704	0.1424618845
705	0.1423291398
706	0.142086394
707	0.1417922753
708	0.1415803363
709	0.1412279296
710	0.140967552
711	0.1405450094
712	0.140385515
713	0.1402083038
714	0.1400087742
715	0.139897744
716	0.1396199982
717	0.1393859876
718	0.1391695237
719	0.1389372566
720	0.1386915254
721	0.1383894881
722	0.138196159
723	0.1379369296
724	0.1377313017
725	0.137465404
726	0.1372405963
727	0.1370507119
728	0.1368315263
729	0.136563094
730	0.1362683799
731	0.1360754591
732	0.135790203
733	0.135523761
734	0.1353355267
735	0.1351209255
736	0.1348386464
737	0.1345127172
738	0.1343565059
739	0.1342065377
740	0.1338851505
741	0.1335408495
742	0.133205054
743	0.1330689071
744	0.1327745928
745	0.1326168761
746	0.1324117499
747	0.1322656772
748	0.1320904477
749	0.1317633108
750	0.1315308396
751	0.1313200063
752	0.1311523807
753	0.1309148913
754	0.1308195026
755	0.1305968722
756	0.1304597472
757	0.130242824
758	0.1299365765
759	0.1296426619
760	0.1294824531
761	0.1292581982
762	0.1291066904
763	0.1288102667
764	0.1285633022
765	0.128350989
766	0.1281871228
767	0.1279562762
768	0.1277861585
769	0.127556341
770	0.1271977424
771	0.1270118216
772	0.1268377233
773	0.1266536227
774	0.1263337069
775	0.126046367
776	0.1257957452
777	0.1256024841
778	0.1253198137
779	0.1251414288
780	0.1247854838
781	0.1246589736
782	0.1244348888
783	0.1242318295
784	0.1239432138
785	0.1237503185
786	0.123570258
787	0.1234080759
788	0.1232846957
789	0.123058391
790	0.1228993049
791	0.1226716903
792	0.1224797817
793	0.122170974
794	0.1220069462
795	0.1217804629
796	0.1215313125
797	0.1214119129
798	0.1212710455
799	0.1210382256
800	0.1208799135
801	0.1207059258
802	0.1205312237
803	0.1203413223
804	0.1199391247
805	0.119745532
806	0.1194944764
807	0.1193135313
808	0.1190995339
809	0.1186885842
810	0.1184730389
811	0.1182930294
812	0.1180553443
813	0.1178219461
814	0.1174115917
815	0.1172587912
816	0.1170249421
817	0.116821381
818	0.1166807942
819	0.1164674858
820	0.1162801191
821	0.1159670757
822	0.1157392825
823	0.1155159717
824	0.1152229502
825	0.1149398885
826	0.114769184
827	0.1146220055
828	0.1144746229
829	0.1143121177
830	0.1140868676
831	0.113764987
832	0.1136479775
833	0.1134778513
834	0.1133058964
835	0.1131154677
836	0.112877434
837	0.1127453527
838	0.1125390018
839	0.1123690882
840	0.112219911
841	0.1120090437
842	0.1116990708
843	0.1115570126
844	0.1112296715
845	0.111012306
846	0.1107069431
847	0.1104516773
848	0.1102870711
849	0.1100698077
850	0.1098935576
851	0.1097745237
852	0.1095511534
853	0.1094147768
854	0.1091230056
855	0.1088202028
856	0.1086106878
857	0.1083394403
858	0.1082508644
859	0.1080903154
860	0.1078772111
861	0.1076787277
862	0.1074473623
863	0.1072734256
864	0.1070843153
865	0.1067577737
866	0.1065131397
867	0.1063367706
868	0.1061061195
869	0.1059589241
870	0.1057301443
871	0.1055148711
872	0.1054058226
873	0.105234225
874	0.1050294136
875	0.1047964491
876	0.1047015622
877	0.104554843
878	0.1044134823
879	0.1040567974
880	0.1037806252
881	0.1035246534
882	0.1032686306
883	0.1031568008
884	0.1029844803
885	0.1027704149
886	0.1025621162
887	0.1024476242
888	0.1022590327
889	0.1019580756
890	0.1019001024
891	0.1015779496
892	0.1014439802
893	0.1012917495
894	0.1011059647
895	0.1009069881
896	0.1006691414
897	0.1003619668
898	0.1000533888
899	0.09987319212
900	0.0996507914
901	0.09955791179
902	0.09938578683
903	0.09924326938
904	0.09909671182
905	0.09900503999
906	0.0988154108
907	0.09855499068
908	0.09836066647
909	0.09811595593
910	0.09783172053
911	0.09760269405
912	0.09745681694
913	0.09727452796
914	0.09708284895
915	0.0967742369
916	0.09660749589
917	0.09643984481
918	0.09622450361
919	0.09600734225
920	0.09585739953
921	0.09572535229
922	0.09542438665
923	0.09529079992
924	0.09515217796
925	0.09502936765
926	0.09470638137
927	0.09453629772
928	0.0944231241
929	0.09410039299
930	0.09400783659
931	0.09372651005
932	0.0935173183
933	0.09324846927
934	0.09306442817
935	0.09284333728
936	0.09267987088
937	0.09246711535
938	0.09229075467
939	0.09211217407
940	0.09198154724
941	0.09184813062
942	0.09167057918
943	0.09144366206
944	0.09133679948
945	0.09116731972
946	0.09097284241
947	0.09077967495
948	0.09066593145
949	0.09038218086
950	0.09023848965
951	0.09000469161
952	0.08983017662
953	0.08964162762
954	0.08951952326
955	0.08932674705
956	0.0892817957
957	0.08914860022
958	0.08897990296
959	0.08880086307
960	0.08857253404
961	0.08833025606
962	0.08809387236
963	0.08795154202
964	0.08777071598
965	0.08750316828
966	0.08737036406
967	0.08706521373
968	0.08692421024
969	0.08673558469
970	0.08657546094
971	0.08645705645
972	0.08632132635
973	0.08619106525
974	0.0859245212
975	0.08569257735
976	0.08549888255
977	0.08530061181
978	0.0851327651
979	0.08494738013
980	0.0848432393
981	0.08470429413
982	0.08445996634
983	0.08427864698
984	0.08416015744
985	0.08398692677
986	0.08374047261
987	0.08354543395
988	0.08340653131
989	0.08329186072
990	0.08312668472
991	0.08301200562
992	0.08289651851
993	0.08277251744
994	0.08259026248
995	0.08245409009
996	0.08226855202
997	0.08204439917
998	0.0818694419
999	0.08171715166
6
998	0.0782591516
999	0.07812208588
7587141488
999	0.07574353531
